iter	Logloss
310	0.4272482964
311	0.4271111391
312	0.4269047094
313	0.4267263491
314	0.4266036373
315	0.4264224074
316	0.4262505471
317	0.4261316224
318	0.4258785361
319	0.4257152838
320	0.425586438
321	0.4254770307
322	0.42531957
323	0.4250751163
324	0.4248639843
325	0.424686543
326	0.42458055
327	0.4244405248
328	0.4242751288
329	0.4240911709
330	0.4239787195
331	0.423851327
332	0.4236930091
333	0.423505537
334	0.4234498968
335	0.4233524338
336	0.4231958028
337	0.4230898061
338	0.4230337853
339	0.4228797257
340	0.4227000858
341	0.4225717729
342	0.4223901299
343	0.4221754199
344	0.4219872737
345	0.4219094405
346	0.4216798815
347	0.4215664064
348	0.4215263396
349	0.4214607416
350	0.4213238966
351	0.4211823143
352	0.4210863091
353	0.4209512476
354	0.4208415086
355	0.4207166211
356	0.4204382965
357	0.4202538564
358	0.4201249019
359	0.4199618837
360	0.4198501289
361	0.4196268317
362	0.4195338647
363	0.4192860107
364	0.4191592674
365	0.4189532061
366	0.4187084381
367	0.4186230996
368	0.4185550958
369	0.4183240671
370	0.4182259506
371	0.4180835227
372	0.4178671093
373	0.4176522673
374	0.4175005098
375	0.4173293913
376	0.4171262794
377	0.4170166085
378	0.4168942258
379	0.4167362119
380	0.4166398438
381	0.4164864325
382	0.4163173829
383	0.41622293
384	0.4161197606
385	0.4159375479
386	0.4156736726
387	0.4154998643
388	0.4153336289
389	0.4152555352
390	0.415099479
391	0.4149349282
392	0.4147512215
393	0.4146338912
394	0.4145012175
395	0.4142519903
396	0.4139977391
397	0.4138762259
398	0.4136268245
399	0.4133598385
400	0.413118707
401	0.4129441157
402	0.4128589011
403	0.4127123983
404	0.4124339397
405	0.4122511838
406	0.4120900625
407	0.4119099439
408	0.4117016632
409	0.4115579563
410	0.4114790297
411	0.4112500724
412	0.4110876914
413	0.4109758678
414	0.4108909932
415	0.4107237032
416	0.4105882606
417	0.4104977736
418	0.4103849301
419	0.410280736
420	0.4101289877
421	0.4098166166
422	0.409679536
423	0.4095514606
424	0.409423874
425	0.4092972913
426	0.4090787202
427	0.4088850252
428	0.4087921844
429	0.4086545176
430	0.4084987552
431	0.4083623501
432	0.408192332
433	0.4080193
434	0.4079226017
435	0.4076559694
436	0.40738192
437	0.4071212165
438	0.407027361
439	0.4068712857
440	0.4066589736
441	0.4064923749
442	0.4062360193
443	0.4060904517
444	0.4058219315
445	0.405657095
446	0.4054940803
447	0.4053418193
448	0.4051667884
449	0.4050053478
450	0.4048441021
451	0.4046880405
452	0.4045309413
453	0.404302312
454	0.4041918933
455	0.4040089819
456	0.4037726971
457	0.4036340631
458	0.4034516157
459	0.4032738138
460	0.4031113035
461	0.4029388526
462	0.4027940271
463	0.4026175713
464	0.4024546226
465	0.4023016361
466	0.4020849904
467	0.4019275504
468	0.4017590913
469	0.401601571
470	0.4013967965
471	0.4012088145
472	0.4010403956
473	0.4008419728
474	0.400666371
475	0.4005178544
476	0.4003514459
477	0.4001290297
478	0.3999198911
479	0.3997890903
480	0.3996216067
481	0.3994678145
482	0.3993480076
483	0.3991047593
484	0.3989974706
485	0.3988481228
486	0.3986932084
487	0.3985350227
488	0.3984066402
489	0.3982329066
490	0.3981159868
491	0.3979259313
492	0.3978031205
493	0.3975835079
494	0.3974603653
495	0.3972784287
496	0.3971772458
497	0.3970417292
498	0.3968867504
499	0.3967017946
500	0.3964856304
501	0.3963472076
502	0.3961682847
503	0.3960199649
504	0.3958094825
505	0.3956767063
506	0.3954988006
507	0.3953340661
508	0.3951823857
509	0.3950287651
510	0.3948231831
511	0.3946907817
512	0.3945981594
513	0.394438444
514	0.3942432584
515	0.3940799781
516	0.3939441715
517	0.3938222983
518	0.3936464216
519	0.3935292512
520	0.3933871654
521	0.3932446825
522	0.3931377855
523	0.3929649146
524	0.3928186026
525	0.3926801154
526	0.3925346901
527	0.3923453929
528	0.3921243114
529	0.3919790599
530	0.3917697006
531	0.3916651123
532	0.3914866329
533	0.3913294089
534	0.3911838948
535	0.3910415079
536	0.3908553405
537	0.3907463638
538	0.3906168335
539	0.3904878439
540	0.390369128
541	0.390313326
542	0.3901616609
543	0.3900612892
544	0.3899218867
545	0.3897412686
546	0.3896175348
547	0.3894810263
548	0.389320814
549	0.3891378511
550	0.3889441289
551	0.3887812779
552	0.3886466643
553	0.3885172537
554	0.3883719515
555	0.388214091
556	0.3880748283
557	0.3879631826
558	0.3877793727
559	0.3876801033
560	0.3875723857
561	0.3873468966
562	0.3871460403
563	0.3870284689
564	0.3869298236
565	0.3868026089
566	0.3867077629
567	0.3865930257
568	0.3864625166
569	0.3863236719
570	0.3861648122
571	0.3860517322
572	0.3858605254
573	0.3856889391
574	0.3855177519
575	0.3853412626
576	0.3851952752
577	0.3850736337
578	0.3849546884
579	0.3848235715
580	0.3846857146
581	0.3845469204
582	0.3843723708
583	0.3842604254
584	0.3840895479
585	0.383960459
586	0.3838497483
587	0.3837035283
588	0.3834917041
589	0.3833586982
590	0.3832519435
591	0.3831119436
592	0.382952905
593	0.3828430735
594	0.3827257271
595	0.3825592291
596	0.3824153969
597	0.3822449829
598	0.3820792577
599	0.3819626463
600	0.3817081385
601	0.3814789029
602	0.3813572619
603	0.3812324506
604	0.3811292748
605	0.3809607117
606	0.3808205246
607	0.3806994018
608	0.3805762992
609	0.3804025921
610	0.3802180577
611	0.3801329541
612	0.3800082068
613	0.3799188358
614	0.3798160343
615	0.3796733002
616	0.3795080385
617	0.3793935098
618	0.379310667
619	0.3791692283
620	0.3790800841
621	0.3789111114
622	0.3787820132
623	0.3786234938
624	0.378484292
625	0.3783647967
626	0.3782388025
627	0.3781110245
628	0.3779586556
629	0.3777611655
630	0.3776464737
631	0.3774976928
632	0.3773996939
633	0.3772618183
634	0.3770656217
635	0.3769215574
636	0.3767770106
637	0.3765841124
638	0.3764621982
639	0.3763682176
640	0.3762730146
641	0.3761781755
642	0.3760832215
643	0.3759815115
644	0.3758320563
645	0.3757281251
646	0.3755665263
647	0.3754442076
648	0.3752852868
649	0.3751042931
650	0.3749316833
651	0.3747928118
652	0.3746903248
653	0.3745159699
654	0.3743840341
655	0.3742569282
656	0.3741289204
657	0.3740415451
658	0.3738945379
659	0.3736748646
660	0.3735529199
661	0.3734508402
662	0.3733441977
663	0.3732281206
664	0.37304329
665	0.3729410448
666	0.3728363472
667	0.3726668012
668	0.3725423535
669	0.3724191265
670	0.3723228106
671	0.3721635892
672	0.3720208588
673	0.3718761154
674	0.3718001586
675	0.3716652941
676	0.371484125
677	0.3712936099
678	0.371186833
679	0.3710746207
680	0.3709815835
681	0.370885237
682	0.3706640898
683	0.3705980579
684	0.370482758
685	0.3703510913
686	0.3701992116
687	0.3700195281
688	0.369904852
689	0.3697944702
690	0.369700944
691	0.36955918
692	0.3694943424
693	0.3693212158
694	0.3692076751
695	0.3691050532
696	0.3689890208
697	0.3688982401
698	0.3687841135
699	0.3686253091
700	0.3685328835
701	0.3684298331
702	0.3683015835
703	0.3682213476
704	0.3681491989
705	0.3679727832
706	0.3678990153
707	0.3677600959
708	0.3676703387
709	0.3674376795
710	0.3672984907
711	0.3671349567
712	0.3669396458
713	0.3668328137
714	0.3667209877
715	0.3666209252
716	0.3665223652
717	0.3663813057
718	0.3662260638
719	0.3661266211
720	0.3660534365
721	0.3658697017
722	0.3656996504
723	0.3654786683
724	0.3653492648
725	0.3652393072
726	0.3651530491
727	0.3650645859
728	0.3649313408
729	0.3648331301
730	0.3647453888
731	0.3645923318
732	0.3644811556
733	0.3643594418
734	0.3642857641
735	0.3641223135
736	0.3639620857
737	0.3637844288
738	0.3636828198
739	0.3634858293
740	0.3633977059
741	0.3633016055
742	0.3631673144
743	0.3629497585
744	0.362845841
745	0.3627723103
746	0.3625751688
747	0.3624432735
748	0.3623356538
749	0.3622570093
750	0.3620597674
751	0.3618654546
752	0.3617531339
753	0.3615924769
754	0.3614730883
755	0.3613608857
756	0.3612599378
757	0.3611602557
758	0.3610093065
759	0.360850933
760	0.3607426577
761	0.3606069739
762	0.3605010257
763	0.3602791485
764	0.3600902783
765	0.359980779
766	0.3599193449
767	0.3598263874
768	0.3597092586
769	0.3596015628
770	0.3594542496
771	0.3593410766
772	0.3592341866
773	0.359110342
774	0.3590015369
775	0.3588677837
776	0.3587456385
777	0.3585934329
778	0.3584677569
779	0.358336559
780	0.3582343522
781	0.3581044286
782	0.3580030991
783	0.3578786392
784	0.3577508906
785	0.3575620678
786	0.3574085491
787	0.3572862779
788	0.3571779503
789	0.3570776577
790	0.3569678375
791	0.3568186666
792	0.3566803796
793	0.356601074
794	0.3565140972
795	0.3563667556
796	0.356207111
797	0.3560983238
798	0.3559648866
799	0.3558597328
800	0.3557224229
801	0.3556283187
802	0.3554080081
803	0.3552993685
804	0.3551346353
805	0.3549917705
806	0.354840219
807	0.3547280039
808	0.3545813338
809	0.3544863257
810	0.3543603756
811	0.3542566027
812	0.3542031382
813	0.3540849795
814	0.3539627957
815	0.3538057408
816	0.3536586696
817	0.3535411381
818	0.3534943488
819	0.3533958854
820	0.3532308067
821	0.3531081545
822	0.3530320883
823	0.3529360562
824	0.3528029065
825	0.3527147471
826	0.3526258118
827	0.3525464582
828	0.3524404507
829	0.3523641871
830	0.3522543314
831	0.3521371495
832	0.3520088271
833	0.3518546798
834	0.3517624503
835	0.3516270762
836	0.3514104085
837	0.351320135
838	0.3511410826
839	0.3510448474
840	0.3509377661
841	0.3508117688
842	0.3507038659
843	0.3505289909
844	0.3504464529
845	0.3503420345
846	0.3502609629
847	0.3501790374
848	0.3500631865
849	0.3498985695
850	0.3498533079
851	0.3497594711
852	0.3496296942
853	0.349531723
854	0.3494184381
855	0.3493134677
856	0.3492226899
857	0.3491124418
858	0.3490475914
859	0.3489473044
860	0.3488453972
861	0.3487424733
862	0.3485604709
863	0.348473587
864	0.3483639445
865	0.3482666103
866	0.3481345335
867	0.3480546053
868	0.3479595878
869	0.3477952576
870	0.3476551686
871	0.347577432
872	0.3473922907
873	0.3472635212
874	0.347113263
875	0.3469356927
876	0.3468002852
877	0.3467084085
878	0.3465419201
879	0.3464358624
880	0.3462819414
881	0.3461446467
882	0.3460011669
883	0.3459000242
884	0.3458383591
885	0.3456976861
886	0.3456175474
887	0.345535049
888	0.3454433505
889	0.3453671037
890	0.3452522729
891	0.345154773
892	0.3450414602
893	0.3449291327
894	0.3448579193
895	0.3447929111
896	0.3446963199
897	0.3445984387
898	0.3445056918
899	0.3444026939
900	0.3443180016
901	0.3442304041
902	0.3441466506
903	0.344054559
904	0.3439357175
905	0.3438374189
906	0.3437193391
907	0.3435885661
908	0.3435096624
909	0.3434080201
910	0.343224672
911	0.3430714633
912	0.3429793028
913	0.3428917874
914	0.3428146565
915	0.3427237122
916	0.3426287636
917	0.3425294605
918	0.3423828255
919	0.3422653568
920	0.3420724151
921	0.3419065785
922	0.3418232162
923	0.3417007769
924	0.3415961519
925	0.3414955188
926	0.3414174078
927	0.3413054554
928	0.3411899363
929	0.3410754613
930	0.3409988836
931	0.3408021232
932	0.3406399128
933	0.3404763418
934	0.3403718633
935	0.3402910076
936	0.3402412998
937	0.3401287136
938	0.3400035149
939	0.3398967945
940	0.3397293978
941	0.339601657
942	0.3395163058
943	0.3393842092
944	0.3393016767
945	0.3391517847
946	0.3389692351
947	0.3388398136
948	0.3386846126
949	0.3385456768
950	0.3383673094
951	0.3381487593
952	0.3380924202
953	0.3380020598
954	0.3379086204
955	0.3378033133
956	0.3376994532
957	0.3375282155
958	0.3373310297
959	0.337241626
960	0.3371266603
961	0.3369318159
962	0.3367855812
963	0.3367078622
964	0.3365922215
965	0.3364807687
966	0.3363613061
967	0.3362338726
968	0.3361342436
969	0.336044114
970	0.3359275474
971	0.3357741686
972	0.3356691305
973	0.3355472217
974	0.3354567023
975	0.3353812711
976	0.33529209
977	0.3352081794
978	0.3350998725
979	0.3349802113
980	0.334881518
981	0.334716065
982	0.3346228464
983	0.3345581858
984	0.3344326836
985	0.3343218564
986	0.3342037644
987	0.3340944108
988	0.3340096384
989	0.3339148558
990	0.3337673449
991	0.333677992
992	0.3335695672
993	0.3334552134
994	0.333321177
995	0.3332416603
996	0.3331255729
997	0.3330148139
998	0.332889665
999	0.3328023636
